xNameData,vipScore
yD^3,2.867360661
LEP_LUM_num_1,0.861178198
SERPINE1_LUM_num_1,0.747642528
DPP4_LUM_num_1,0.692293331
yD^2,0.639703163
EGFR_1,0.639548484
TOTCHOL_1,0.293012689
SBP_1,0.187542348
ADIPOQ_LUM_num_1,0.185254098
ICAM1_LUM_num_1,0.11263461
AGEV_1,0.109995192
