xNameData,vipScore
yD^3,3.011287699
DPP4_LUM_num_1,0.798543191
LEP_LUM_num_1,0.754072345
EGFR_1,0.536495974
TOTCHOL_1,0.376163084
ICAM1_LUM_num_1,0.34825215
SERPINE1_LUM_num_1,0.343893907
ADIPOQ_LUM_num_1,0.208295204
SBP_1,0.082701087
yD^2,0.064786612
AGEV_1,0.050568991
