xNameData,vipScore
yD^3,2.84055787
LEP_LUM_num_1,1.170568061
DPP4_LUM_num_1,0.707235228
EGFR_1,0.584144405
ICAM1_LUM_num_1,0.480678185
ADIPOQ_LUM_num_1,0.458324109
SERPINE1_LUM_num_1,0.317642683
SBP_1,0.296933872
TOTCHOL_1,0.252949775
AGEV_1,0.131536647
yD^2,0.09016908
