TID,VAR,TRP,VAL,TRF,GRD
DC306011272,TC,RM,1,RG,
DC306011272,TC,RS,1,RG,
DC306011273,TC,R,0,RG,
DC306011273,TC,RG,0,RG,
DC306011273,TC,RM,0,RG,
DC306011273,TC,RS,0,RG,
DC306413591,TC,R,0,R,0.0
DC306413591,TC,RG,0,R,
DC306413591,TC,RM,0,R,
DC306413591,TC,RS,0,R,
DC306413592,TC,R,0,R,1.0
DC306413592,TC,RG,0,R,
DC306413592,TC,RM,0,R,
DC306413592,TC,RS,0,R,
DC306413593,TC,R,1,R,0.0
DC306413593,TC,RG,1,R,
DC306413593,TC,RM,1,R,
DC306413593,TC,RS,1,R,
DC306413594,TC,R,0,R,
DC306413594,TC,RG,0,R,
DC306413594,TC,RM,0,R,
DC306413594,TC,RS,0,R,
DC307111921,TC,R,1,R,1.0
DC307111921,TC,RG,1,R,
DC307111921,TC,RM,1,R,
DC307111921,TC,RS,1,R,
DC307111922,TC,R,1,RM,
DC307111922,TC,RG,1,RM,
DC307111922,TC,RM,1,RM,
DC307111922,TC,RS,1,RM,
DC308611671,TC,R,0,R,1.0
DC308611671,TC,RG,0,R,
DC308611671,TC,RM,0,R,
DC308611671,TC,RS,0,R,
DC308611672,TC,R,1,RM,
DC308611672,TC,RG,1,RM,
DC308611672,TC,RM,1,RM,0.0
DC308611672,TC,RS,1,RM,
DC308611673,TC,R,0,RM,
DC308611673,TC,RG,0,RM,
DC308611673,TC,RM,0,RM,1.0
DC308611673,TC,RS,0,RM,
DC308611674,TC,R,0,RM,
DC308611674,TC,RG,0,RM,
DC308611674,TC,RM,0,RM,
DC308611674,TC,RS,0,RM,
DC309610381,TC,R,1,R,0.0
DC309610381,TC,RG,1,R,
DC309610381,TC,RM,1,R,
DC309610381,TC,RS,1,R,
DC309610382,TC,R,0,RS,
DC309610382,TC,RG,0,RS,
DC309610382,TC,RM,0,RS,
DC309610382,TC,RS,0,RS,1.0
DC309610383,TC,R,1,RS,
DC309610383,TC,RG,1,RS,
DC309610383,TC,RM,1,RS,
DC309610383,TC,RS,1,RS,
DC310312061,TC,R,0,RS,
DC310312061,TC,RG,0,RS,
DC310312061,TC,RM,0,RS,
DC310312061,TC,RS,0,RS,1.0
DC310312062,TC,R,0,RS,
DC310312062,TC,RG,0,RS,
DC310312062,TC,RM,0,RS,
DC310312062,TC,RS,0,RS,0.0
DC310312063,TC,R,0,RS,
DC310312063,TC,RG,0,RS,
DC310312063,TC,RM,0,RS,
DC310312063,TC,RS,0,RS,0.0
DC310312064,TC,R,0,RS,
DC310312064,TC,RG,0,RS,
DC310312064,TC,RM,0,RS,
DC310312064,TC,RS,0,RS,1.0
DC310312065,TC,R,0,RS,
DC310312065,TC,RG,0,RS,
DC310312065,TC,RM,0,RS,
DC310312065,TC,RS,0,RS,
DC310312331,TC,R,0,RG,
DC310312331,TC,RG,0,RG,1.0
DC310312331,TC,RM,0,RG,
DC310312331,TC,RS,0,RG,
DC310312332,TC,R,1,RG,
DC310312332,TC,RG,1,RG,
DC310312332,TC,RM,1,RG,
DC310312332,TC,RS,1,RG,
DC315413561,TC,R,0,R,0.0
DC315413561,TC,RG,0,R,
DC315413561,TC,RM,0,R,
DC315413561,TC,RS,0,R,
DC315413562,TC,R,0,R,1.0
DC315413562,TC,RG,0,R,
DC315413562,TC,RM,0,R,
DC315413562,TC,RS,0,R,
DC315413563,TC,R,1,R,0.0
DC315413563,TC,RG,1,R,
DC315413563,TC,RM,1,R,
DC315413563,TC,RS,1,R,
DC315413564,TC,R,0,R,
DC315413564,TC,RG,0,R,
DC315413564,TC,RM,0,R,
DC315413564,TC,RS,0,R,
DC316313921,TC,R,0,R,1.0
DC316313921,TC,RG,0,R,
DC316313921,TC,RM,0,R,
DC316313921,TC,RS,0,R,
DC316313922,TC,R,1,R,0.0
DC316313922,TC,RG,1,R,
DC316313922,TC,RM,1,R,
DC316313922,TC,RS,1,R,
DC316313923,TC,R,0,R,0.0
DC316313923,TC,RG,0,R,
DC316313923,TC,RM,0,R,
DC316313923,TC,RS,0,R,
DC316313924,TC,R,1,R,
DC316313924,TC,RG,1,R,
DC316313924,TC,RM,1,R,
DC316313924,TC,RS,1,R,
DC320510671,TC,R,0,R,0.0
DC320510671,TC,RG,0,R,
DC320510671,TC,RM,0,R,
DC320510671,TC,RS,0,R,
DC320510672,TC,R,0,R,
DC320510672,TC,RG,0,R,
DC320510672,TC,RM,0,R,
DC320510672,TC,RS,0,R,
DC322113821,TC,R,0,R,0.0
DC322113821,TC,RG,0,R,
DC322113821,TC,RM,0,R,
DC322113821,TC,RS,0,R,
DC322113822,TC,R,1,R,0.0
DC322113822,TC,RG,1,R,
DC322113822,TC,RM,1,R,
DC322113822,TC,RS,1,R,
DC322113823,TC,R,0,R,1.0
DC322113823,TC,RG,0,R,
DC322113823,TC,RM,0,R,
DC322113823,TC,RS,0,R,
DC322113824,TC,R,1,R,
DC322113824,TC,RG,1,R,
DC322113824,TC,RM,1,R,
DC322113824,TC,RS,1,R,
DC323310701,TC,R,1,R,1.0
DC323310701,TC,RG,1,R,
DC323310701,TC,RM,1,R,
DC323310701,TC,RS,1,R,
DC323310702,TC,R,1,RS,
DC323310702,TC,RG,1,RS,
DC323310702,TC,RM,1,RS,
DC323310702,TC,RS,1,RS,0.0
DC323310703,TC,R,1,RS,
DC323310703,TC,RG,1,RS,
DC323310703,TC,RM,1,RS,
DC323310703,TC,RS,1,RS,1.0
DC323310704,TC,R,1,RS,
DC323310704,TC,RG,1,RS,
DC323310704,TC,RM,1,RS,
DC323310704,TC,RS,1,RS,0.0
DC323310705,TC,R,0,RS,
DC323310705,TC,RG,0,RS,
DC323310705,TC,RM,0,RS,
DC323310705,TC,RS,0,RS,
DC324713601,TC,R,1,R,0.0
DC324713601,TC,RG,1,R,
DC324713601,TC,RM,1,R,
DC324713601,TC,RS,1,R,
DC324713602,TC,R,1,R,0.0
DC324713602,TC,RG,1,R,
DC324713602,TC,RM,1,R,
DC324713602,TC,RS,1,R,
DC324713603,TC,R,0,R,1.0
DC324713603,TC,RG,0,R,
DC324713603,TC,RM,0,R,
DC324713603,TC,RS,0,R,
DC324713604,TC,R,1,R,
DC324713604,TC,RG,1,R,
DC324713604,TC,RM,1,R,
DC324713604,TC,RS,1,R,
DC324911401,TC,R,0,R,0.0
DC324911401,TC,RG,0,R,
DC324911401,TC,RM,0,R,
DC324911401,TC,RS,0,R,
DC324911402,TC,R,1,RG,
DC324911402,TC,RG,1,RG,
DC324911402,TC,RM,1,RG,
DC324911402,TC,RS,1,RG,
DC325212991,TC,R,1,R,1.0
DC325212991,TC,RG,1,R,
DC325212991,TC,RM,1,R,
DC325212991,TC,RS,1,R,
DC325212992,TC,R,1,R,0.0
DC325212992,TC,RG,1,R,
DC325212992,TC,RM,1,R,
DC325212992,TC,RS,1,R,
DC325212993,TC,R,0,R,0.0
DC325212993,TC,RG,0,R,
DC325212993,TC,RM,0,R,
DC325212993,TC,RS,0,R,
DC325212994,TC,R,0,R,
DC325212994,TC,RG,0,R,
DC325212994,TC,RM,0,R,
DC325212994,TC,RS,0,R,
DC328911001,TC,R,0,R,1.0
DC328911001,TC,RG,0,R,
DC328911001,TC,RM,0,R,
DC328911001,TC,RS,0,R,
DC328911002,TC,R,1,RS,
DC328911002,TC,RG,1,RS,
DC328911002,TC,RM,1,RS,
DC328911002,TC,RS,1,RS,0.0
DC328911003,TC,R,1,RS,
DC328911003,TC,RG,1,RS,
DC328911003,TC,RM,1,RS,
DC328911003,TC,RS,1,RS,0.0
DC328911004,TC,R,1,RS,
DC328911004,TC,RG,1,RS,
DC328911004,TC,RM,1,RS,
DC328911004,TC,RS,1,RS,
DC329210371,TC,R,0,R,0.0
DC329210371,TC,RG,0,R,
DC329210371,TC,RM,0,R,
DC329210371,TC,RS,0,R,
DC329210372,TC,R,1,RS,
DC329210372,TC,RG,1,RS,
DC329210372,TC,RM,1,RS,
DC329210372,TC,RS,1,RS,0.0
DC329210373,TC,R,0,RS,
DC329210373,TC,RG,0,RS,
DC329210373,TC,RM,0,RS,
DC329210373,TC,RS,0,RS,0.0
DC329210374,TC,R,0,RS,
DC329210374,TC,RG,0,RS,
DC329210374,TC,RM,0,RS,
DC329210374,TC,RS,0,RS,
DC330410291,TC,R,0,R,0.0
DC330410291,TC,RG,0,R,
DC330410291,TC,RM,0,R,
DC330410291,TC,RS,0,R,
DC330410292,TC,R,1,RS,
DC330410292,TC,RG,1,RS,
DC330410292,TC,RM,1,RS,
DC330410292,TC,RS,1,RS,1.0
DC330410293,TC,R,0,RS,
DC330410293,TC,RG,0,RS,
DC330410293,TC,RM,0,RS,
DC330410293,TC,RS,0,RS,1.0
DC330410294,TC,R,0,RS,
DC330410294,TC,RG,0,RS,
DC330410294,TC,RM,0,RS,
DC330410294,TC,RS,0,RS,
DC332911611,TC,R,0,R,0.0
DC332911611,TC,RG,0,R,
DC332911611,TC,RM,0,R,
DC332911611,TC,RS,0,R,
DC332911612,TC,R,1,RM,
DC332911612,TC,RG,1,RM,
DC332911612,TC,RM,1,RM,
DC332911612,TC,RS,1,RM,
DC332912551,TC,R,0,RM,
DC332912551,TC,RG,0,RM,
DC332912551,TC,RM,0,RM,0.0
DC332912551,TC,RS,0,RM,
DC332912552,TC,R,0,RM,
DC332912552,TC,RG,0,RM,
DC332912552,TC,RM,0,RM,
DC332912552,TC,RS,0,RM,
DC333314731,TC,R,0,R,0.0
DC333314731,TC,RG,0,R,
DC333314731,TC,RM,0,R,
DC333314731,TC,RS,0,R,
DC333314732,TC,R,0,R,1.0
DC333314732,TC,RG,0,R,
DC333314732,TC,RM,0,R,
DC333314732,TC,RS,0,R,
DC333314733,TC,R,1,R,0.0
DC333314733,TC,RG,1,R,
DC333314733,TC,RM,1,R,
DC333314733,TC,RS,1,R,
DC333314734,TC,R,0,R,
DC333314734,TC,RG,0,R,
DC333314734,TC,RM,0,R,
DC333314734,TC,RS,0,R,
DC334710541,TC,R,0,R,0.0
DC334710541,TC,RG,0,R,
DC334710541,TC,RM,0,R,
DC334710541,TC,RS,0,R,
DC334710542,TC,R,0,RS,
DC334710542,TC,RG,0,RS,
DC334710542,TC,RM,0,RS,
DC334710542,TC,RS,0,RS,0.0
DC334710543,TC,R,0,RS,
DC334710543,TC,RG,0,RS,
DC334710543,TC,RM,0,RS,
DC334710543,TC,RS,0,RS,0.0
DC334710544,TC,R,0,RS,
DC334710544,TC,RG,0,RS,
DC334710544,TC,RM,0,RS,
DC334710544,TC,RS,0,RS,
DC338510141,TC,R,1,R,0.0
DC338510141,TC,RG,1,R,
DC338510141,TC,RM,1,R,
DC338510141,TC,RS,1,R,
DC338510142,TC,R,1,RS,
DC338510142,TC,RG,1,RS,
DC338510142,TC,RM,1,RS,
DC338510142,TC,RS,1,RS,0.0
DC338510143,TC,R,1,RS,
DC338510143,TC,RG,1,RS,
DC338510143,TC,RM,1,RS,
DC338510143,TC,RS,1,RS,0.0
DC338510144,TC,R,0,RS,
DC338510144,TC,RG,0,RS,
DC338510144,TC,RM,0,RS,
DC338510144,TC,RS,0,RS,
DC340114231,TC,R,0,R,1.0
DC340114231,TC,RG,0,R,
DC340114231,TC,RM,0,R,
DC340114231,TC,RS,0,R,
DC340114232,TC,R,0,R,1.0
DC340114232,TC,RG,0,R,
DC340114232,TC,RM,0,R,
DC340114232,TC,RS,0,R,
DC340114233,TC,R,0,R,1.0
DC340114233,TC,RG,0,R,
DC340114233,TC,RM,0,R,
DC340114233,TC,RS,0,R,
DC340114234,TC,R,0,R,
DC340114234,TC,RG,0,R,
DC340114234,TC,RM,0,R,
DC340114234,TC,RS,0,R,
DC344213301,TC,R,1,R,0.0
DC344213301,TC,RG,1,R,
DC344213301,TC,RM,1,R,
DC344213301,TC,RS,1,R,
DC344213302,TC,R,0,R,1.0
DC344213302,TC,RG,0,R,
DC344213302,TC,RM,0,R,
DC344213302,TC,RS,0,R,
DC344213303,TC,R,1,R,0.0
DC344213303,TC,RG,1,R,
DC344213303,TC,RM,1,R,
DC344213303,TC,RS,1,R,
DC344213304,TC,R,0,R,
DC344213304,TC,RG,0,R,
DC344213304,TC,RM,0,R,
DC344213304,TC,RS,0,R,
DC346813841,TC,R,1,R,0.0
DC346813841,TC,RG,1,R,
DC346813841,TC,RM,1,R,
DC346813841,TC,RS,1,R,
DC346813842,TC,R,1,R,0.0
DC346813842,TC,RG,1,R,
DC346813842,TC,RM,1,R,
DC346813842,TC,RS,1,R,
DC346813843,TC,R,1,R,0.0
DC346813843,TC,RG,1,R,
DC346813843,TC,RM,1,R,
DC346813843,TC,RS,1,R,
DC346813844,TC,R,0,R,
DC346813844,TC,RG,0,R,
DC346813844,TC,RM,0,R,
DC346813844,TC,RS,0,R,
DC348713931,TC,R,1,R,1.0
DC348713931,TC,RG,1,R,
DC348713931,TC,RM,1,R,
DC348713931,TC,RS,1,R,
DC348713932,TC,R,1,R,0.0
DC348713932,TC,RG,1,R,
DC348713932,TC,RM,1,R,
DC348713932,TC,RS,1,R,
DC348713933,TC,R,0,R,1.0
DC348713933,TC,RG,0,R,
DC348713933,TC,RM,0,R,
DC348713933,TC,RS,0,R,
DC348713934,TC,R,0,R,
DC348713934,TC,RG,0,R,
DC348713934,TC,RM,0,R,
DC348713934,TC,RS,0,R,
DC352614021,TC,R,0,R,0.0
DC352614021,TC,RG,0,R,
DC352614021,TC,RM,0,R,
DC352614021,TC,RS,0,R,
DC352614022,TC,R,1,R,0.0
DC352614022,TC,RG,1,R,
DC352614022,TC,RM,1,R,
DC352614022,TC,RS,1,R,
DC352614023,TC,R,0,R,1.0
DC352614023,TC,RG,0,R,
DC352614023,TC,RM,0,R,
DC352614023,TC,RS,0,R,
DC352614024,TC,R,1,R,
DC352614024,TC,RG,1,R,
DC352614024,TC,RM,1,R,
DC352614024,TC,RS,1,R,
DC352711741,TC,R,0,R,0.0
DC352711741,TC,RG,0,R,
DC352711741,TC,RM,0,R,
DC352711741,TC,RS,0,R,
DC352711742,TC,R,0,RM,
DC352711742,TC,RG,0,RM,
DC352711742,TC,RM,0,RM,1.0
DC352711742,TC,RS,0,RM,
DC352711743,TC,R,1,RM,
DC352711743,TC,RG,1,RM,
DC352711743,TC,RM,1,RM,
DC352711743,TC,RS,1,RM,
DC353711601,TC,R,0,R,0.0
DC353711601,TC,RG,0,R,
DC353711601,TC,RM,0,R,
DC353711601,TC,RS,0,R,
DC353711602,TC,R,1,RM,
DC353711602,TC,RG,1,RM,
DC353711602,TC,RM,1,RM,1.0
DC353711602,TC,RS,1,RM,
DC353711603,TC,R,1,RM,
DC353711603,TC,RG,1,RM,
DC353711603,TC,RM,1,RM,
DC353711603,TC,RS,1,RM,
DC355711801,TC,R,0,R,0.0
DC355711801,TC,RG,0,R,
DC355711801,TC,RM,0,R,
DC355711801,TC,RS,0,R,
DC355711802,TC,R,0,RM,
DC355711802,TC,RG,0,RM,
DC355711802,TC,RM,0,RM,
DC355711802,TC,RS,0,RM,
DC359711841,TC,R,0,R,0.0
DC359711841,TC,RG,0,R,
DC359711841,TC,RM,0,R,
DC359711841,TC,RS,0,R,
DC359711842,TC,R,0,RM,
DC359711842,TC,RG,0,RM,
DC359711842,TC,RM,0,RM,
DC359711842,TC,RS,0,RM,
DC360512711,TC,R,1,RM,
DC360512711,TC,RG,1,RM,
DC360512711,TC,RM,1,RM,0.0
DC360512711,TC,RS,1,RM,
DC360512712,TC,R,1,RM,
DC360512712,TC,RG,1,RM,
DC360512712,TC,RM,1,RM,1.0
DC360512712,TC,RS,1,RM,
DC360512713,TC,R,0,RM,
DC360512713,TC,RG,0,RM,
DC360512713,TC,RM,0,RM,
DC360512713,TC,RS,0,RM,
DC361812851,TC,R,0,RM,
DC361812851,TC,RG,0,RM,
DC361812851,TC,RM,0,RM,1.0
DC361812851,TC,RS,0,RM,
DC361812852,TC,R,1,RM,
DC361812852,TC,RG,1,RM,
DC361812852,TC,RM,1,RM,1.0
DC361812852,TC,RS,1,RM,
DC361812853,TC,R,1,RM,
DC361812853,TC,RG,1,RM,
DC361812853,TC,RM,1,RM,0.0
DC361812853,TC,RS,1,RM,
DC361812854,TC,R,1,RM,
DC361812854,TC,RG,1,RM,
DC361812854,TC,RM,1,RM,
DC361812854,TC,RS,1,RM,
DC363110601,TC,R,0,R,0.0
DC363110601,TC,RG,0,R,
DC363110601,TC,RM,0,R,
DC363110601,TC,RS,0,R,
DC363110602,TC,R,0,RS,
DC363110602,TC,RG,0,RS,
DC363110602,TC,RM,0,RS,
DC363110602,TC,RS,0,RS,
DC365814751,TC,R,0,R,0.0
DC365814751,TC,RG,0,R,
DC365814751,TC,RM,0,R,
DC365814751,TC,RS,0,R,
DC365814752,TC,R,0,R,0.0
DC365814752,TC,RG,0,R,
DC365814752,TC,RM,0,R,
DC365814752,TC,RS,0,R,
DC365814753,TC,R,0,R,1.0
DC365814753,TC,RG,0,R,
DC365814753,TC,RM,0,R,
DC365814753,TC,RS,0,R,
DC365814754,TC,R,1,R,
DC365814754,TC,RG,1,R,
DC365814754,TC,RM,1,R,
DC365814754,TC,RS,1,R,
DC366112921,TC,R,1,R,0.0
DC366112921,TC,RG,1,R,
DC366112921,TC,RM,1,R,
DC366112921,TC,RS,1,R,
DC366112922,TC,R,0,R,1.0
DC366112922,TC,RG,0,R,
DC366112922,TC,RM,0,R,
DC366112922,TC,RS,0,R,
DC366112923,TC,R,1,R,0.0
DC366112923,TC,RG,1,R,
DC366112923,TC,RM,1,R,
DC366112923,TC,RS,1,R,
DC366112924,TC,R,1,R,
DC366112924,TC,RG,1,R,
DC366112924,TC,RM,1,R,
DC366112924,TC,RS,1,R,
DC371411531,TC,R,0,R,1.0
DC371411531,TC,RG,0,R,
DC371411531,TC,RM,0,R,
DC371411531,TC,RS,0,R,
DC371411532,TC,R,1,RM,
DC371411532,TC,RG,1,RM,
DC371411532,TC,RM,1,RM,0.0
DC371411532,TC,RS,1,RM,
DC371411533,TC,R,0,RM,
DC371411533,TC,RG,0,RM,
DC371411533,TC,RM,0,RM,1.0
DC371411533,TC,RS,0,RM,
DC371411534,TC,R,1,RM,
DC371411534,TC,RG,1,RM,
DC371411534,TC,RM,1,RM,0.0
DC371411534,TC,RS,1,RM,
DC371411535,TC,R,0,RM,
DC371411535,TC,RG,0,RM,
DC371411535,TC,RM,0,RM,
DC371411535,TC,RS,0,RM,
DC372712081,TC,R,1,RS,
DC372712081,TC,RG,1,RS,
DC372712081,TC,RM,1,RS,
DC372712081,TC,RS,1,RS,1.0
DC372712082,TC,R,1,RS,
DC372712082,TC,RG,1,RS,
DC372712082,TC,RM,1,RS,
DC372712082,TC,RS,1,RS,0.0
DC372712083,TC,R,1,RS,
DC372712083,TC,RG,1,RS,
DC372712083,TC,RM,1,RS,
DC372712083,TC,RS,1,RS,0.0
DC372712084,TC,R,0,RS,
DC372712084,TC,RG,0,RS,
DC372712084,TC,RM,0,RS,
DC372712084,TC,RS,0,RS,
DC373412121,TC,R,0,RS,
DC373412121,TC,RG,0,RS,
DC373412121,TC,RM,0,RS,
DC373412121,TC,RS,0,RS,0.0
DC373412122,TC,R,0,RS,
DC373412122,TC,RG,0,RS,
DC373412122,TC,RM,0,RS,
DC373412122,TC,RS,0,RS,0.0
DC373412123,TC,R,1,RS,
DC373412123,TC,RG,1,RS,
DC373412123,TC,RM,1,RS,
DC373412123,TC,RS,1,RS,
DC379310991,TC,R,0,R,1.0
DC379310991,TC,RG,0,R,
DC379310991,TC,RM,0,R,
DC379310991,TC,RS,0,R,
DC379310992,TC,R,0,RS,
DC379310992,TC,RG,0,RS,
DC379310992,TC,RM,0,RS,
DC379310992,TC,RS,0,RS,
DC380812761,TC,R,1,RM,
DC380812761,TC,RG,1,RM,
DC380812761,TC,RM,1,RM,0.0
DC380812761,TC,RS,1,RM,
DC380812762,TC,R,0,RM,
DC380812762,TC,RG,0,RM,
DC380812762,TC,RM,0,RM,
DC380812762,TC,RS,0,RM,
DC382811791,TC,R,0,R,1.0
DC382811791,TC,RG,0,R,
DC382811791,TC,RM,0,R,
DC382811791,TC,RS,0,R,
DC382811792,TC,R,1,R,
DC382811792,TC,RG,1,R,
DC382811792,TC,RM,1,R,
DC382811792,TC,RS,1,R,
DC385211151,TC,R,0,R,0.0
DC385211151,TC,RG,0,R,
DC385211151,TC,RM,0,R,
DC385211151,TC,RS,0,R,
DC385211152,TC,R,0,RG,
DC385211152,TC,RG,0,RG,
DC385211152,TC,RM,0,RG,
DC385211152,TC,RS,0,RG,
DC385310651,TC,R,0,RS,
DC385310651,TC,RG,0,RS,
DC385310651,TC,RM,0,RS,
DC385310651,TC,RS,0,RS,0.0
DC385310652,TC,R,1,RS,
DC385310652,TC,RG,1,RS,
DC385310652,TC,RM,1,RS,
DC385310652,TC,RS,1,RS,
DC386113791,TC,R,0,R,0.0
DC386113791,TC,RG,0,R,
DC386113791,TC,RM,0,R,
DC386113791,TC,RS,0,R,
DC386113792,TC,R,1,R,1.0
DC386113792,TC,RG,1,R,
DC386113792,TC,RM,1,R,
DC386113792,TC,RS,1,R,
DC386113793,TC,R,0,R,0.0
DC386113793,TC,RG,0,R,
DC386113793,TC,RM,0,R,
DC386113793,TC,RS,0,R,
DC386113794,TC,R,1,R,
DC386113794,TC,RG,1,R,
DC386113794,TC,RM,1,R,
DC386113794,TC,RS,1,R,
DC386713201,TC,R,1,R,0.0
DC386713201,TC,RG,1,R,
DC386713201,TC,RM,1,R,
DC386713201,TC,RS,1,R,
DC386713202,TC,R,1,R,0.0
DC386713202,TC,RG,1,R,
DC386713202,TC,RM,1,R,
DC386713202,TC,RS,1,R,
DC386713203,TC,R,0,R,0.0
DC386713203,TC,RG,0,R,
DC386713203,TC,RM,0,R,
DC386713203,TC,RS,0,R,
DC386713204,TC,R,1,R,
DC386713204,TC,RG,1,R,
DC386713204,TC,RM,1,R,
DC386713204,TC,RS,1,R,
DC389113901,TC,R,0,R,1.0
DC389113901,TC,RG,0,R,
DC389113901,TC,RM,0,R,
DC389113901,TC,RS,0,R,
DC389113902,TC,R,1,R,0.0
DC389113902,TC,RG,1,R,
DC389113902,TC,RM,1,R,
DC389113902,TC,RS,1,R,
DC389113903,TC,R,0,R,0.0
DC389113903,TC,RG,0,R,
DC389113903,TC,RM,0,R,
DC389113903,TC,RS,0,R,
DC389113904,TC,R,0,R,
DC389113904,TC,RG,0,R,
DC389113904,TC,RM,0,R,
DC389113904,TC,RS,0,R,
DC390412821,TC,R,1,RM,
DC390412821,TC,RG,1,RM,
DC390412821,TC,RM,1,RM,0.0
DC390412821,TC,RS,1,RM,
DC390412822,TC,R,0,RM,
DC390412822,TC,RG,0,RM,
DC390412822,TC,RM,0,RM,0.0
DC390412822,TC,RS,0,RM,
DC390412823,TC,R,0,RM,
DC390412823,TC,RG,0,RM,
DC390412823,TC,RM,0,RM,1.0
DC390412823,TC,RS,0,RM,
DC390412824,TC,R,0,RM,
DC390412824,TC,RG,0,RM,
DC390412824,TC,RM,0,RM,0.0
DC390412824,TC,RS,0,RM,
DC390412825,TC,R,0,RM,
DC390412825,TC,RG,0,RM,
DC390412825,TC,RM,0,RM,
DC390412825,TC,RS,0,RM,
DC390710441,TC,R,0,R,1.0
DC390710441,TC,RG,0,R,
DC390710441,TC,RM,0,R,
DC390710441,TC,RS,0,R,
DC390710442,TC,R,0,RS,
DC390710442,TC,RG,0,RS,
DC390710442,TC,RM,0,RS,
DC390710442,TC,RS,0,RS,1.0
DC390710443,TC,R,0,RS,
DC390710443,TC,RG,0,RS,
DC390710443,TC,RM,0,RS,
DC390710443,TC,RS,0,RS,
DC390714381,TC,R,1,R,0.0
DC390714381,TC,RG,1,R,
DC390714381,TC,RM,1,R,
DC390714381,TC,RS,1,R,
DC390714382,TC,R,1,R,0.0
DC390714382,TC,RG,1,R,
DC390714382,TC,RM,1,R,
DC390714382,TC,RS,1,R,
DC390714383,TC,R,0,R,1.0
DC390714383,TC,RG,0,R,
DC390714383,TC,RM,0,R,
DC390714383,TC,RS,0,R,
DC390714384,TC,R,1,R,
DC390714384,TC,RG,1,R,
DC390714384,TC,RM,1,R,
DC390714384,TC,RS,1,R,
DC391111581,TC,R,0,R,1.0
DC391111581,TC,RG,0,R,
DC391111581,TC,RM,0,R,
DC391111581,TC,RS,0,R,
DC391111582,TC,R,1,RM,
DC391111582,TC,RG,1,RM,
DC391111582,TC,RM,1,RM,0.0
DC391111582,TC,RS,1,RM,
DC391111583,TC,R,1,RM,
DC391111583,TC,RG,1,RM,
DC391111583,TC,RM,1,RM,
DC391111583,TC,RS,1,RM,
DC393811961,TC,R,0,RS,
DC393811961,TC,RG,0,RS,
DC393811961,TC,RM,0,RS,
DC393811961,TC,RS,0,RS,1.0
DC393811962,TC,R,0,RS,
DC393811962,TC,RG,0,RS,
DC393811962,TC,RM,0,RS,
DC393811962,TC,RS,0,RS,1.0
DC393811963,TC,R,1,RS,
DC393811963,TC,RG,1,RS,
DC393811963,TC,RM,1,RS,
DC393811963,TC,RS,1,RS,0.0
DC393811964,TC,R,1,RS,
DC393811964,TC,RG,1,RS,
DC393811964,TC,RM,1,RS,
DC393811964,TC,RS,1,RS,
DC395111911,TC,R,1,R,0.0
DC395111911,TC,RG,1,R,
DC395111911,TC,RM,1,R,
DC395111911,TC,RS,1,R,
DC395111912,TC,R,0,RM,
DC395111912,TC,RG,0,RM,
DC395111912,TC,RM,0,RM,
DC395111912,TC,RS,0,RM,
DC396913321,TC,R,0,R,0.0
DC396913321,TC,RG,0,R,
DC396913321,TC,RM,0,R,
DC396913321,TC,RS,0,R,
DC396913322,TC,R,1,R,0.0
DC396913322,TC,RG,1,R,
DC396913322,TC,RM,1,R,
DC396913322,TC,RS,1,R,
DC396913323,TC,R,0,R,1.0
DC396913323,TC,RG,0,R,
DC396913323,TC,RM,0,R,
DC396913323,TC,RS,0,R,
DC396913324,TC,R,1,R,
DC396913324,TC,RG,1,R,
DC396913324,TC,RM,1,R,
DC396913324,TC,RS,1,R,
DC400111091,TC,R,0,R,0.0
DC400111091,TC,RG,0,R,
DC400111091,TC,RM,0,R,
DC400111091,TC,RS,0,R,
DC400111092,TC,R,0,RG,
DC400111092,TC,RG,0,RG,0.0
DC400111092,TC,RM,0,RG,
DC400111092,TC,RS,0,RG,
DC400111093,TC,R,0,RG,
DC400111093,TC,RG,0,RG,0.0
DC400111093,TC,RM,0,RG,
DC400111093,TC,RS,0,RG,
DC400111094,TC,R,0,RG,
DC400111094,TC,RG,0,RG,
DC400111094,TC,RM,0,RG,
DC400111094,TC,RS,0,RG,
DC403210271,TC,R,1,R,1.0
DC403210271,TC,RG,1,R,
DC403210271,TC,RM,1,R,
DC403210271,TC,RS,1,R,
DC403210272,TC,R,1,RS,
DC403210272,TC,RG,1,RS,
DC403210272,TC,RM,1,RS,
DC403210272,TC,RS,1,RS,0.0
DC403210273,TC,R,1,RS,
DC403210273,TC,RG,1,RS,
DC403210273,TC,RM,1,RS,
DC403210273,TC,RS,1,RS,
DC403512271,TC,R,1,RG,
DC403512271,TC,RG,1,RG,0.0
DC403512271,TC,RM,1,RG,
DC403512271,TC,RS,1,RG,
DC403512272,TC,R,0,RG,
DC403512272,TC,RG,0,RG,
DC403512272,TC,RM,0,RG,
DC403512272,TC,RS,0,RG,
DC404711551,TC,R,0,R,1.0
DC404711551,TC,RG,0,R,
DC404711551,TC,RM,0,R,
DC404711551,TC,RS,0,R,
DC404711552,TC,R,1,RM,
DC404711552,TC,RG,1,RM,
DC404711552,TC,RM,1,RM,
DC404711552,TC,RS,1,RM,
DC405313431,TC,R,0,R,0.0
DC405313431,TC,RG,0,R,
DC405313431,TC,RM,0,R,
DC405313431,TC,RS,0,R,
DC405313432,TC,R,0,R,1.0
DC405313432,TC,RG,0,R,
