TID,VAR,TRP,VAL,TRF,GRD
DC208813673,TC,R,0,R,0.0
DC208813673,TC,RG,0,R,
DC208813673,TC,RM,0,R,
DC208813673,TC,RS,0,R,
DC208813674,TC,R,1,R,
DC208813674,TC,RG,1,R,
DC208813674,TC,RM,1,R,
DC208813674,TC,RS,1,R,
DC209213731,TC,R,0,R,1.0
DC209213731,TC,RG,0,R,
DC209213731,TC,RM,0,R,
DC209213731,TC,RS,0,R,
DC209213732,TC,R,1,R,0.0
DC209213732,TC,RG,1,R,
DC209213732,TC,RM,1,R,
DC209213732,TC,RS,1,R,
DC209213733,TC,R,0,R,1.0
DC209213733,TC,RG,0,R,
DC209213733,TC,RM,0,R,
DC209213733,TC,RS,0,R,
DC209213734,TC,R,1,R,
DC209213734,TC,RG,1,R,
DC209213734,TC,RM,1,R,
DC209213734,TC,RS,1,R,
DC212511651,TC,R,1,R,0.0
DC212511651,TC,RG,1,R,
DC212511651,TC,RM,1,R,
DC212511651,TC,RS,1,R,
DC212511652,TC,R,0,R,
DC212511652,TC,RG,0,R,
DC212511652,TC,RM,0,R,
DC212511652,TC,RS,0,R,
DC212612481,TC,R,0,RG,
DC212612481,TC,RG,0,RG,0.0
DC212612481,TC,RM,0,RG,
DC212612481,TC,RS,0,RG,
DC212612482,TC,R,0,RG,
DC212612482,TC,RG,0,RG,
DC212612482,TC,RM,0,RG,
DC212612482,TC,RS,0,RG,
DC214810961,TC,R,0,R,1.0
DC214810961,TC,RG,0,R,
DC214810961,TC,RM,0,R,
DC214810961,TC,RS,0,R,
DC214810962,TC,R,1,RS,
DC214810962,TC,RG,1,RS,
DC214810962,TC,RM,1,RS,
DC214810962,TC,RS,1,RS,
DC214912961,TC,R,1,R,0.0
DC214912961,TC,RG,1,R,
DC214912961,TC,RM,1,R,
DC214912961,TC,RS,1,R,
DC214912962,TC,R,0,R,0.0
DC214912962,TC,RG,0,R,
DC214912962,TC,RM,0,R,
DC214912962,TC,RS,0,R,
DC214912963,TC,R,1,R,0.0
DC214912963,TC,RG,1,R,
DC214912963,TC,RM,1,R,
DC214912963,TC,RS,1,R,
DC214912964,TC,R,1,R,
DC214912964,TC,RG,1,R,
DC214912964,TC,RM,1,R,
DC214912964,TC,RS,1,R,
DC216511441,TC,R,0,R,0.0
DC216511441,TC,RG,0,R,
DC216511441,TC,RM,0,R,
DC216511441,TC,RS,0,R,
DC216511442,TC,R,0,RG,
DC216511442,TC,RG,0,RG,
DC216511442,TC,RM,0,RG,
DC216511442,TC,RS,0,RG,
DC216811361,TC,R,0,RG,
DC216811361,TC,RG,0,RG,1.0
DC216811361,TC,RM,0,RG,
DC216811361,TC,RS,0,RG,
DC216811362,TC,R,0,RG,
DC216811362,TC,RG,0,RG,
DC216811362,TC,RM,0,RG,
DC216811362,TC,RS,0,RG,
DC217813051,TC,R,0,R,0.0
DC217813051,TC,RG,0,R,
DC217813051,TC,RM,0,R,
DC217813051,TC,RS,0,R,
DC217813052,TC,R,0,R,1.0
DC217813052,TC,RG,0,R,
DC217813052,TC,RM,0,R,
DC217813052,TC,RS,0,R,
DC217813053,TC,R,0,R,0.0
DC217813053,TC,RG,0,R,
DC217813053,TC,RM,0,R,
DC217813053,TC,RS,0,R,
DC217813054,TC,R,0,R,
DC217813054,TC,RG,0,R,
DC217813054,TC,RM,0,R,
DC217813054,TC,RS,0,R,
DC222514361,TC,R,1,R,0.0
DC222514361,TC,RG,1,R,
DC222514361,TC,RM,1,R,
DC222514361,TC,RS,1,R,
DC222514362,TC,R,0,R,1.0
DC222514362,TC,RG,0,R,
DC222514362,TC,RM,0,R,
DC222514362,TC,RS,0,R,
DC222514363,TC,R,1,R,0.0
DC222514363,TC,RG,1,R,
DC222514363,TC,RM,1,R,
DC222514363,TC,RS,1,R,
DC222514364,TC,R,0,R,
DC222514364,TC,RG,0,R,
DC222514364,TC,RM,0,R,
DC222514364,TC,RS,0,R,
DC222613881,TC,R,0,R,1.0
DC222613881,TC,RG,0,R,
DC222613881,TC,RM,0,R,
DC222613881,TC,RS,0,R,
DC222613882,TC,R,0,R,1.0
DC222613882,TC,RG,0,R,
DC222613882,TC,RM,0,R,
DC222613882,TC,RS,0,R,
DC222613883,TC,R,1,R,0.0
DC222613883,TC,RG,1,R,
DC222613883,TC,RM,1,R,
DC222613883,TC,RS,1,R,
DC222613884,TC,R,0,R,
DC222613884,TC,RG,0,R,
DC222613884,TC,RM,0,R,
DC222613884,TC,RS,0,R,
DC224114051,TC,R,1,R,1.0
DC224114051,TC,RG,1,R,
DC224114051,TC,RM,1,R,
DC224114051,TC,RS,1,R,
DC224114052,TC,R,0,R,1.0
DC224114052,TC,RG,0,R,
DC224114052,TC,RM,0,R,
DC224114052,TC,RS,0,R,
DC224114053,TC,R,1,R,1.0
DC224114053,TC,RG,1,R,
DC224114053,TC,RM,1,R,
DC224114053,TC,RS,1,R,
DC224114054,TC,R,0,R,
DC224114054,TC,RG,0,R,
DC224114054,TC,RM,0,R,
DC224114054,TC,RS,0,R,
DC227214641,TC,R,1,R,1.0
DC227214641,TC,RG,1,R,
DC227214641,TC,RM,1,R,
DC227214641,TC,RS,1,R,
DC227214642,TC,R,1,R,0.0
DC227214642,TC,RG,1,R,
DC227214642,TC,RM,1,R,
DC227214642,TC,RS,1,R,
DC227214643,TC,R,1,R,0.0
DC227214643,TC,RG,1,R,
DC227214643,TC,RM,1,R,
DC227214643,TC,RS,1,R,
DC227214644,TC,R,1,R,
DC227214644,TC,RG,1,R,
DC227214644,TC,RM,1,R,
DC227214644,TC,RS,1,R,
DC229514121,TC,R,0,R,1.0
DC229514121,TC,RG,0,R,
DC229514121,TC,RM,0,R,
DC229514121,TC,RS,0,R,
DC229514122,TC,R,1,R,0.0
DC229514122,TC,RG,1,R,
DC229514122,TC,RM,1,R,
DC229514122,TC,RS,1,R,
DC229514123,TC,R,0,R,1.0
DC229514123,TC,RG,0,R,
DC229514123,TC,RM,0,R,
DC229514123,TC,RS,0,R,
DC229514124,TC,R,1,R,
DC229514124,TC,RG,1,R,
DC229514124,TC,RM,1,R,
DC229514124,TC,RS,1,R,
DC230314211,TC,R,0,R,0.0
DC230314211,TC,RG,0,R,
DC230314211,TC,RM,0,R,
DC230314211,TC,RS,0,R,
DC230314212,TC,R,0,R,0.0
DC230314212,TC,RG,0,R,
DC230314212,TC,RM,0,R,
DC230314212,TC,RS,0,R,
DC230314213,TC,R,0,R,0.0
DC230314213,TC,RG,0,R,
DC230314213,TC,RM,0,R,
DC230314213,TC,RS,0,R,
DC230314214,TC,R,0,R,
DC230314214,TC,RG,0,R,
DC230314214,TC,RM,0,R,
DC230314214,TC,RS,0,R,
DC231010101,TC,R,0,R,1.0
DC231010101,TC,RG,0,R,
DC231010101,TC,RM,0,R,
DC231010101,TC,RS,0,R,
DC231010102,TC,R,0,RS,
DC231010102,TC,RG,0,RS,
DC231010102,TC,RM,0,RS,
DC231010102,TC,RS,0,RS,0.0
DC231010103,TC,R,1,RS,
DC231010103,TC,RG,1,RS,
DC231010103,TC,RM,1,RS,
DC231010103,TC,RS,1,RS,0.0
DC231010104,TC,R,0,RS,
DC231010104,TC,RG,0,RS,
DC231010104,TC,RM,0,RS,
DC231010104,TC,RS,0,RS,1.0
DC231010105,TC,R,1,RS,
DC231010105,TC,RG,1,RS,
DC231010105,TC,RM,1,RS,
DC231010105,TC,RS,1,RS,
DC234913281,TC,R,1,R,0.0
DC234913281,TC,RG,1,R,
DC234913281,TC,RM,1,R,
DC234913281,TC,RS,1,R,
DC234913282,TC,R,0,R,1.0
DC234913282,TC,RG,0,R,
DC234913282,TC,RM,0,R,
DC234913282,TC,RS,0,R,
DC234913283,TC,R,0,R,1.0
DC234913283,TC,RG,0,R,
DC234913283,TC,RM,0,R,
DC234913283,TC,RS,0,R,
DC234913284,TC,R,1,R,
DC234913284,TC,RG,1,R,
DC234913284,TC,RM,1,R,
DC234913284,TC,RS,1,R,
DC236413471,TC,R,0,R,0.0
DC236413471,TC,RG,0,R,
DC236413471,TC,RM,0,R,
DC236413471,TC,RS,0,R,
DC236413472,TC,R,1,R,0.0
DC236413472,TC,RG,1,R,
DC236413472,TC,RM,1,R,
DC236413472,TC,RS,1,R,
DC236413473,TC,R,0,R,1.0
DC236413473,TC,RG,0,R,
DC236413473,TC,RM,0,R,
DC236413473,TC,RS,0,R,
DC236413474,TC,R,1,R,
DC236413474,TC,RG,1,R,
DC236413474,TC,RM,1,R,
DC236413474,TC,RS,1,R,
DC236713991,TC,R,1,R,0.0
DC236713991,TC,RG,1,R,
DC236713991,TC,RM,1,R,
DC236713991,TC,RS,1,R,
DC236713992,TC,R,0,R,1.0
DC236713992,TC,RG,0,R,
DC236713992,TC,RM,0,R,
DC236713992,TC,RS,0,R,
DC236713993,TC,R,1,R,0.0
DC236713993,TC,RG,1,R,
DC236713993,TC,RM,1,R,
DC236713993,TC,RS,1,R,
DC236713994,TC,R,0,R,
DC236713994,TC,RG,0,R,
DC236713994,TC,RM,0,R,
DC236713994,TC,RS,0,R,
DC237911901,TC,R,1,R,0.0
DC237911901,TC,RG,1,R,
DC237911901,TC,RM,1,R,
DC237911901,TC,RS,1,R,
DC237911902,TC,R,1,RM,
DC237911902,TC,RG,1,RM,
DC237911902,TC,RM,1,RM,
DC237911902,TC,RS,1,RM,
DC241314221,TC,R,1,R,0.0
DC241314221,TC,RG,1,R,
DC241314221,TC,RM,1,R,
DC241314221,TC,RS,1,R,
DC241314222,TC,R,1,R,0.0
DC241314222,TC,RG,1,R,
DC241314222,TC,RM,1,R,
DC241314222,TC,RS,1,R,
DC241314223,TC,R,0,R,0.0
DC241314223,TC,RG,0,R,
DC241314223,TC,RM,0,R,
DC241314223,TC,RS,0,R,
DC241314224,TC,R,1,R,
DC241314224,TC,RG,1,R,
DC241314224,TC,RM,1,R,
DC241314224,TC,RS,1,R,
DC242913191,TC,R,1,R,0.0
DC242913191,TC,RG,1,R,
DC242913191,TC,RM,1,R,
DC242913191,TC,RS,1,R,
DC242913192,TC,R,1,R,0.0
DC242913192,TC,RG,1,R,
DC242913192,TC,RM,1,R,
DC242913192,TC,RS,1,R,
DC242913193,TC,R,0,R,0.0
DC242913193,TC,RG,0,R,
DC242913193,TC,RM,0,R,
DC242913193,TC,RS,0,R,
DC242913194,TC,R,1,R,
DC242913194,TC,RG,1,R,
DC242913194,TC,RM,1,R,
DC242913194,TC,RS,1,R,
DC243611351,TC,R,1,R,1.0
DC243611351,TC,RG,1,R,
DC243611351,TC,RM,1,R,
DC243611351,TC,RS,1,R,
DC243611352,TC,R,1,RG,
DC243611352,TC,RG,1,RG,
DC243611352,TC,RM,1,RG,
DC243611352,TC,RS,1,RG,
DC243612441,TC,R,1,RG,
DC243612441,TC,RG,1,RG,1.0
DC243612441,TC,RM,1,RG,
DC243612441,TC,RS,1,RG,
DC243612442,TC,R,1,RG,
DC243612442,TC,RG,1,RG,
DC243612442,TC,RM,1,RG,
DC243612442,TC,RS,1,RG,
DC246312771,TC,R,1,RM,
DC246312771,TC,RG,1,RM,
DC246312771,TC,RM,1,RM,1.0
DC246312771,TC,RS,1,RM,
DC246312772,TC,R,0,RM,
DC246312772,TC,RG,0,RM,
DC246312772,TC,RM,0,RM,0.0
DC246312772,TC,RS,0,RM,
DC246312773,TC,R,0,RM,
DC246312773,TC,RG,0,RM,
DC246312773,TC,RM,0,RM,0.0
DC246312773,TC,RS,0,RM,
DC246312774,TC,R,0,RM,
DC246312774,TC,RG,0,RM,
DC246312774,TC,RM,0,RM,
DC246312774,TC,RS,0,RM,
DC248213491,TC,R,1,R,0.0
DC248213491,TC,RG,1,R,
DC248213491,TC,RM,1,R,
DC248213491,TC,RS,1,R,
DC248213492,TC,R,0,R,0.0
DC248213492,TC,RG,0,R,
DC248213492,TC,RM,0,R,
DC248213492,TC,RS,0,R,
DC248213493,TC,R,0,R,0.0
DC248213493,TC,RG,0,R,
DC248213493,TC,RM,0,R,
DC248213493,TC,RS,0,R,
DC248213494,TC,R,0,R,
DC248213494,TC,RG,0,R,
DC248213494,TC,RM,0,R,
DC248213494,TC,RS,0,R,
DC248611451,TC,R,1,R,0.0
DC248611451,TC,RG,1,R,
DC248611451,TC,RM,1,R,
DC248611451,TC,RS,1,R,
DC248611452,TC,R,1,RG,
DC248611452,TC,RG,1,RG,
DC248611452,TC,RM,1,RG,
DC248611452,TC,RS,1,RG,
DC249111861,TC,R,1,R,1.0
DC249111861,TC,RG,1,R,
DC249111861,TC,RM,1,R,
DC249111861,TC,RS,1,R,
DC249111862,TC,R,1,RM,
DC249111862,TC,RG,1,RM,
DC249111862,TC,RM,1,RM,
DC249111862,TC,RS,1,RM,
DC255911411,TC,R,1,R,0.0
DC255911411,TC,RG,1,R,
DC255911411,TC,RM,1,R,
DC255911411,TC,RS,1,R,
DC255911412,TC,R,0,R,
DC255911412,TC,RG,0,R,
DC255911412,TC,RM,0,R,
DC255911412,TC,RS,0,R,
DC256213611,TC,R,0,R,0.0
DC256213611,TC,RG,0,R,
DC256213611,TC,RM,0,R,
DC256213611,TC,RS,0,R,
DC256213612,TC,R,0,R,0.0
DC256213612,TC,RG,0,R,
DC256213612,TC,RM,0,R,
DC256213612,TC,RS,0,R,
DC256213613,TC,R,0,R,1.0
DC256213613,TC,RG,0,R,
DC256213613,TC,RM,0,R,
DC256213613,TC,RS,0,R,
DC256213614,TC,R,0,R,
DC256213614,TC,RG,0,R,
DC256213614,TC,RM,0,R,
DC256213614,TC,RS,0,R,
DC258214311,TC,R,0,R,1.0
DC258214311,TC,RG,0,R,
DC258214311,TC,RM,0,R,
DC258214311,TC,RS,0,R,
DC258214312,TC,R,1,R,0.0
DC258214312,TC,RG,1,R,
DC258214312,TC,RM,1,R,
DC258214312,TC,RS,1,R,
DC258214313,TC,R,0,R,1.0
DC258214313,TC,RG,0,R,
DC258214313,TC,RM,0,R,
DC258214313,TC,RS,0,R,
DC258214314,TC,R,0,R,
DC258214314,TC,RG,0,R,
DC258214314,TC,RM,0,R,
DC258214314,TC,RS,0,R,
DC258710781,TC,R,1,R,1.0
DC258710781,TC,RG,1,R,
DC258710781,TC,RM,1,R,
DC258710781,TC,RS,1,R,
DC258710782,TC,R,0,RS,
DC258710782,TC,RG,0,RS,
DC258710782,TC,RM,0,RS,
DC258710782,TC,RS,0,RS,1.0
DC258710783,TC,R,0,RS,
DC258710783,TC,RG,0,RS,
DC258710783,TC,RM,0,RS,
DC258710783,TC,RS,0,RS,
DC260311301,TC,R,1,R,1.0
DC260311301,TC,RG,1,R,
DC260311301,TC,RM,1,R,
DC260311301,TC,RS,1,R,
DC260311302,TC,R,0,RG,
DC260311302,TC,RG,0,RG,
DC260311302,TC,RM,0,RG,
DC260311302,TC,RS,0,RG,
DC260312381,TC,R,1,RG,
DC260312381,TC,RG,1,RG,0.0
DC260312381,TC,RM,1,RG,
DC260312381,TC,RS,1,RG,
DC260312382,TC,R,0,RG,
DC260312382,TC,RG,0,RG,
DC260312382,TC,RM,0,RG,
DC260312382,TC,RS,0,RG,
DC262111341,TC,R,1,RG,
DC262111341,TC,RG,1,RG,0.0
DC262111341,TC,RM,1,RG,
DC262111341,TC,RS,1,RG,
DC262111342,TC,R,0,RG,
DC262111342,TC,RG,0,RG,0.0
DC262111342,TC,RM,0,RG,
DC262111342,TC,RS,0,RG,
DC262111343,TC,R,0,RG,
DC262111343,TC,RG,0,RG,
DC262111343,TC,RM,0,RG,
DC262111343,TC,RS,0,RG,
DC262912281,TC,R,0,RG,
DC262912281,TC,RG,0,RG,0.0
DC262912281,TC,RM,0,RG,
DC262912281,TC,RS,0,RG,
DC262912282,TC,R,0,RG,
DC262912282,TC,RG,0,RG,
DC262912282,TC,RM,0,RG,
DC262912282,TC,RS,0,RG,
DC263114721,TC,R,0,R,0.0
DC263114721,TC,RG,0,R,
DC263114721,TC,RM,0,R,
DC263114721,TC,RS,0,R,
DC263114722,TC,R,0,R,1.0
DC263114722,TC,RG,0,R,
DC263114722,TC,RM,0,R,
DC263114722,TC,RS,0,R,
DC263114723,TC,R,1,R,0.0
DC263114723,TC,RG,1,R,
DC263114723,TC,RM,1,R,
DC263114723,TC,RS,1,R,
DC263114724,TC,R,0,R,
DC263114724,TC,RG,0,R,
DC263114724,TC,RM,0,R,
DC263114724,TC,RS,0,R,
DC267010191,TC,R,1,R,1.0
DC267010191,TC,RG,1,R,
DC267010191,TC,RM,1,R,
DC267010191,TC,RS,1,R,
DC267010192,TC,R,1,RS,
DC267010192,TC,RG,1,RS,
DC267010192,TC,RM,1,RS,
DC267010192,TC,RS,1,RS,0.0
DC267010193,TC,R,1,RS,
DC267010193,TC,RG,1,RS,
DC267010193,TC,RM,1,RS,
DC267010193,TC,RS,1,RS,
DC271013691,TC,R,0,R,1.0
DC271013691,TC,RG,0,R,
DC271013691,TC,RM,0,R,
DC271013691,TC,RS,0,R,
DC271013692,TC,R,1,R,0.0
DC271013692,TC,RG,1,R,
DC271013692,TC,RM,1,R,
DC271013692,TC,RS,1,R,
DC271013693,TC,R,0,R,0.0
DC271013693,TC,RG,0,R,
DC271013693,TC,RM,0,R,
DC271013693,TC,RS,0,R,
DC271013694,TC,R,0,R,
DC271013694,TC,RG,0,R,
DC271013694,TC,RM,0,R,
DC271013694,TC,RS,0,R,
DC276211541,TC,R,0,RM,
DC276211541,TC,RG,0,RM,
DC276211541,TC,RM,0,RM,1.0
DC276211541,TC,RS,0,RM,
DC276211542,TC,R,0,RM,
DC276211542,TC,RG,0,RM,
DC276211542,TC,RM,0,RM,
DC276211542,TC,RS,0,RM,
DC278213011,TC,R,0,R,1.0
DC278213011,TC,RG,0,R,
DC278213011,TC,RM,0,R,
DC278213011,TC,RS,0,R,
DC278213012,TC,R,0,R,0.0
DC278213012,TC,RG,0,R,
DC278213012,TC,RM,0,R,
DC278213012,TC,RS,0,R,
DC278213013,TC,R,1,R,1.0
DC278213013,TC,RG,1,R,
DC278213013,TC,RM,1,R,
DC278213013,TC,RS,1,R,
DC278213014,TC,R,0,R,
DC278213014,TC,RG,0,R,
DC278213014,TC,RM,0,R,
DC278213014,TC,RS,0,R,
DC281710821,TC,R,1,R,0.0
DC281710821,TC,RG,1,R,
DC281710821,TC,RM,1,R,
DC281710821,TC,RS,1,R,
DC281710822,TC,R,1,RS,
DC281710822,TC,RG,1,RS,
DC281710822,TC,RM,1,RS,
DC281710822,TC,RS,1,RS,0.0
DC281710823,TC,R,1,RS,
DC281710823,TC,RG,1,RS,
DC281710823,TC,RM,1,RS,
DC281710823,TC,RS,1,RS,0.0
DC281710824,TC,R,1,RS,
DC281710824,TC,RG,1,RS,
DC281710824,TC,RM,1,RS,
DC281710824,TC,RS,1,RS,1.0
DC281710825,TC,R,1,RS,
DC281710825,TC,RG,1,RS,
DC281710825,TC,RM,1,RS,
DC281710825,TC,RS,1,RS,0.0
DC281710826,TC,R,0,RS,
DC281710826,TC,RG,0,RS,
DC281710826,TC,RM,0,RS,
DC281710826,TC,RS,0,RS,
DC282310331,TC,R,1,R,0.0
DC282310331,TC,RG,1,R,
DC282310331,TC,RM,1,R,
DC282310331,TC,RS,1,R,
DC282310332,TC,R,0,RS,
DC282310332,TC,RG,0,RS,
DC282310332,TC,RM,0,RS,
DC282310332,TC,RS,0,RS,0.0
DC282310333,TC,R,0,RS,
DC282310333,TC,RG,0,RS,
DC282310333,TC,RM,0,RS,
DC282310333,TC,RS,0,RS,0.0
DC282310334,TC,R,0,RS,
DC282310334,TC,RG,0,RS,
DC282310334,TC,RM,0,RS,
DC282310334,TC,RS,0,RS,
DC283213361,TC,R,1,R,0.0
DC283213361,TC,RG,1,R,
DC283213361,TC,RM,1,R,
DC283213361,TC,RS,1,R,
DC283213362,TC,R,1,R,0.0
DC283213362,TC,RG,1,R,
DC283213362,TC,RM,1,R,
DC283213362,TC,RS,1,R,
DC283213363,TC,R,1,R,0.0
DC283213363,TC,RG,1,R,
DC283213363,TC,RM,1,R,
DC283213363,TC,RS,1,R,
DC283213364,TC,R,1,R,
DC283213364,TC,RG,1,R,
DC283213364,TC,RM,1,R,
DC283213364,TC,RS,1,R,
DC284212911,TC,R,0,R,1.0
DC284212911,TC,RG,0,R,
DC284212911,TC,RM,0,R,
DC284212911,TC,RS,0,R,
DC284212912,TC,R,1,R,0.0
DC284212912,TC,RG,1,R,
DC284212912,TC,RM,1,R,
DC284212912,TC,RS,1,R,
DC284212913,TC,R,1,R,1.0
DC284212913,TC,RG,1,R,
DC284212913,TC,RM,1,R,
DC284212913,TC,RS,1,R,
DC284212914,TC,R,0,R,
DC284212914,TC,RG,0,R,
DC284212914,TC,RM,0,R,
DC284212914,TC,RS,0,R,
DC285113221,TC,R,0,R,1.0
DC285113221,TC,RG,0,R,
DC285113221,TC,RM,0,R,
DC285113221,TC,RS,0,R,
DC285113222,TC,R,0,R,1.0
DC285113222,TC,RG,0,R,
DC285113222,TC,RM,0,R,
DC285113222,TC,RS,0,R,
DC285113223,TC,R,0,R,1.0
DC285113223,TC,RG,0,R,
DC285113223,TC,RM,0,R,
DC285113223,TC,RS,0,R,
DC285113224,TC,R,1,R,
DC285113224,TC,RG,1,R,
DC285113224,TC,RM,1,R,
DC285113224,TC,RS,1,R,
DC288611831,TC,R,1,R,0.0
DC288611831,TC,RG,1,R,
DC288611831,TC,RM,1,R,
DC288611831,TC,RS,1,R,
DC288611832,TC,R,0,RM,
DC288611832,TC,RG,0,RM,
DC288611832,TC,RM,0,RM,1.0
DC288611832,TC,RS,0,RM,
DC288611833,TC,R,0,RM,
DC288611833,TC,RG,0,RM,
DC288611833,TC,RM,0,RM,
DC288611833,TC,RS,0,RM,
DC291111681,TC,R,1,R,0.0
DC291111681,TC,RG,1,R,
DC291111681,TC,RM,1,R,
DC291111681,TC,RS,1,R,
DC291111682,TC,R,1,RM,
DC291111682,TC,RG,1,RM,
DC291111682,TC,RM,1,RM,0.0
DC291111682,TC,RS,1,RM,
DC291111683,TC,R,1,RM,
DC291111683,TC,RG,1,RM,
DC291111683,TC,RM,1,RM,1.0
DC291111683,TC,RS,1,RM,
DC291111684,TC,R,1,RM,
DC291111684,TC,RG,1,RM,
DC291111684,TC,RM,1,RM,0.0
DC291111684,TC,RS,1,RM,
DC291111685,TC,R,0,RM,
DC291111685,TC,RG,0,RM,
DC291111685,TC,RM,0,RM,
DC291111685,TC,RS,0,RM,
DC291314161,TC,R,1,R,0.0
DC291314161,TC,RG,1,R,
DC291314161,TC,RM,1,R,
DC291314161,TC,RS,1,R,
DC291314162,TC,R,0,R,1.0
DC291314162,TC,RG,0,R,
DC291314162,TC,RM,0,R,
DC291314162,TC,RS,0,R,
DC291314163,TC,R,1,R,0.0
DC291314163,TC,RG,1,R,
DC291314163,TC,RM,1,R,
DC291314163,TC,RS,1,R,
DC291314164,TC,R,0,R,
DC291314164,TC,RG,0,R,
DC291314164,TC,RM,0,R,
DC291314164,TC,RS,0,R,
DC292311661,TC,R,0,R,0.0
DC292311661,TC,RG,0,R,
DC292311661,TC,RM,0,R,
DC292311661,TC,RS,0,R,
DC292311662,TC,R,1,RM,
DC292311662,TC,RG,1,RM,
DC292311662,TC,RM,1,RM,
DC292311662,TC,RS,1,RM,
DC295812631,TC,R,1,RM,
DC295812631,TC,RG,1,RM,
DC295812631,TC,RM,1,RM,1.0
DC295812631,TC,RS,1,RM,
DC295812632,TC,R,0,RM,
DC295812632,TC,RG,0,RM,
DC295812632,TC,RM,0,RM,
DC295812632,TC,RS,0,RM,
DC296713041,TC,R,0,R,0.0
DC296713041,TC,RG,0,R,
DC296713041,TC,RM,0,R,
DC296713041,TC,RS,0,R,
DC296713042,TC,R,0,R,1.0
DC296713042,TC,RG,0,R,
DC296713042,TC,RM,0,R,
DC296713042,TC,RS,0,R,
DC296713043,TC,R,1,R,0.0
DC296713043,TC,RG,1,R,
DC296713043,TC,RM,1,R,
DC296713043,TC,RS,1,R,
DC296713044,TC,R,1,R,
DC296713044,TC,RG,1,R,
DC296713044,TC,RM,1,R,
DC296713044,TC,RS,1,R,
DC299012601,TC,R,0,RM,
DC299012601,TC,RG,0,RM,
DC299012601,TC,RM,0,RM,0.0
DC299012601,TC,RS,0,RM,
DC299012602,TC,R,0,RM,
DC299012602,TC,RG,0,RM,
DC299012602,TC,RM,0,RM,0.0
DC299012602,TC,RS,0,RM,
DC299012603,TC,R,1,RM,
DC299012603,TC,RG,1,RM,
DC299012603,TC,RM,1,RM,1.0
DC299012603,TC,RS,1,RM,
DC299012604,TC,R,0,RM,
DC299012604,TC,RG,0,RM,
DC299012604,TC,RM,0,RM,0.0
DC299012604,TC,RS,0,RM,
DC299012605,TC,R,0,RM,
DC299012605,TC,RG,0,RM,
DC299012605,TC,RM,0,RM,
DC299012605,TC,RS,0,RM,
DC299114701,TC,R,0,R,0.0
DC299114701,TC,RG,0,R,
DC299114701,TC,RM,0,R,
DC299114701,TC,RS,0,R,
DC299114702,TC,R,0,R,1.0
DC299114702,TC,RG,0,R,
DC299114702,TC,RM,0,R,
DC299114702,TC,RS,0,R,
DC299114703,TC,R,0,R,1.0
DC299114703,TC,RG,0,R,
DC299114703,TC,RM,0,R,
DC299114703,TC,RS,0,R,
DC299114704,TC,R,0,R,
DC299114704,TC,RG,0,R,
DC299114704,TC,RM,0,R,
DC299114704,TC,RS,0,R,
DC300113141,TC,R,0,R,0.0
DC300113141,TC,RG,0,R,
DC300113141,TC,RM,0,R,
DC300113141,TC,RS,0,R,
DC300113142,TC,R,0,R,1.0
DC300113142,TC,RG,0,R,
DC300113142,TC,RM,0,R,
DC300113142,TC,RS,0,R,
DC300113143,TC,R,0,R,1.0
DC300113143,TC,RG,0,R,
DC300113143,TC,RM,0,R,
DC300113143,TC,RS,0,R,
DC300113144,TC,R,1,R,
DC300113144,TC,RG,1,R,
DC300113144,TC,RM,1,R,
DC300113144,TC,RS,1,R,
DC300410391,TC,R,0,R,1.0
DC300410391,TC,RG,0,R,
DC300410391,TC,RM,0,R,
DC300410391,TC,RS,0,R,
DC300410392,TC,R,1,RS,
DC300410392,TC,RG,1,RS,
DC300410392,TC,RM,1,RS,
DC300410392,TC,RS,1,RS,0.0
DC300410393,TC,R,0,RS,
DC300410393,TC,RG,0,RS,
DC300410393,TC,RM,0,RS,
DC300410393,TC,RS,0,RS,
DC301410121,TC,R,0,R,0.0
DC301410121,TC,RG,0,R,
DC301410121,TC,RM,0,R,
DC301410121,TC,RS,0,R,
DC301410122,TC,R,1,RS,
DC301410122,TC,RG,1,RS,
DC301410122,TC,RM,1,RS,
DC301410122,TC,RS,1,RS,0.0
DC301410123,TC,R,0,RS,
DC301410123,TC,RG,0,RS,
DC301410123,TC,RM,0,RS,
DC301410123,TC,RS,0,RS,
DC304112751,TC,R,1,RM,
DC304112751,TC,RG,1,RM,
DC304112751,TC,RM,1,RM,0.0
DC304112751,TC,RS,1,RM,
DC304112752,TC,R,1,RM,
DC304112752,TC,RG,1,RM,
DC304112752,TC,RM,1,RM,
DC304112752,TC,RS,1,RM,
DC305111321,TC,R,1,R,0.0
DC305111321,TC,RG,1,R,
DC305111321,TC,RM,1,R,
DC305111321,TC,RS,1,R,
DC305111322,TC,R,0,R,1.0
DC305111322,TC,RG,0,R,
DC305111322,TC,RM,0,R,
DC305111322,TC,RS,0,R,
DC305111323,TC,R,1,RG,
DC305111323,TC,RG,1,RG,1.0
DC305111323,TC,RM,1,RG,
DC305111323,TC,RS,1,RG,
DC305111324,TC,R,0,RG,
DC305111324,TC,RG,0,RG,
DC305111324,TC,RM,0,RG,
DC305111324,TC,RS,0,RG,
DC306011271,TC,R,0,R,1.0
DC306011271,TC,RG,0,R,
DC306011271,TC,RM,0,R,
DC306011271,TC,RS,0,R,
DC306011272,TC,R,1,RG,
DC306011272,TC,RG,1,RG,0.0
