xNameData,vipScore
EGFR_1,0.57884500174165
AGEV_1,0.0779238773077113
SBP_1,0.106509728012978
TOTCHOL_1,0.327648182279735
DPP4_LUM_num_1,0.619754695820348
ICAM1_LUM_num_1,0.356408152678898
LEP_LUM_num_1,0.870770964141214
ADIPOQ_LUM_num_1,0.452902079886021
SERPINE1_LUM_num_1,0.400905407136262
yD^2,0.0490561352696898
yD^3,2.9837144651707
