xNameData,vipScore
yD^3,3.247840495
DPP4_LUM_num_1,0.437431174
ICAM1_LUM_num_1,0.37175099
LEP_LUM_num_1,0.253864558
ADIPOQ_LUM_num_1,0.211542456
SERPINE1_LUM_num_1,0.111549243
yD^2,0.018611157
EGFR_1,0.000344223
TOTCHOL_1,0.00031245
SBP_1,0.000161325
AGEV_1,0.000108805
