xNameData,vipScore
yD^2,3.050802624
yD^2,1.152112167
EGFR_1,0.530407092
AGEV_1,0.170036654
SBP_1,0.159946905
TOTCHOL_1,0.148285222
UACR_1,0.070373121
DBP_1,0.03663771
BMI_1,0.027741883
HB_1,0.018689028
HBA1C_1,0.00341254
