xNameData,vipScore
yD^3,2.983171788
yD^2,1.137778567
EGFR_1,0.52061707
DPP4_LUM_num_1,0.419286286
ICAM1_LUM_num_1,0.317894421
LEP_LUM_num_1,0.240776905
AGEV_1,0.237612962
ADIPOQ_LUM_num_1,0.226502246
TOTCHOL_1,0.204449152
SBP_1,0.184075937
SERPINE1_LUM_num_1,0.129714753
