ModelType,InputData,Treatment,RMSE,ACC,SE,SP,Sum
PLS,Exp2,TM,12.6004121919878,0.793650781053162,0.66666664197531,0.793650781053162,1.46031742302847
NN,Exp2,TM,13.8453484482234,0.746031734189972,0.559999977600001,0.746031734189972,1.30603171178997
